[9.26082528885328e-06, -2.5674312510314575e-12, -2.28980078e-13, 1.5639433758754584e-11, -1.5375269425117828e-10, -2.2214260838739084e-15, 1.0973289401193973e-15, 9.545379876083093e-06, -1.3136726457629133e-06, -4.741332098886487e-09, 7.854869308564743e-10]
[0.0, -2.10723298358902e-12, -2.28980078e-13, 5.997017415114689e-11, -1.1490328061121487e-10, -5.905480716273344e-16, 1.4592009430875098e-15, 3.07564956378741e-05, -7.269354807815549e-07, -2.6667487436384005e-08, 1.7385960658932381e-09]
[0.0, -2.484520997471357e-12, -3.937941246649409e-13, 3.12580706355846e-11, -1.75214813e-10, -6.456575694170806e-16, 1.2344219478438285e-15, 2.4857673023864988e-05, -6.805093123992767e-07, -1.3228254012361664e-08, 1.021115695347642e-09]
[6.025851664075581e-07, -1.7240019068471816e-12, -2.28980078e-13, 8.248194801899124e-11, -1.0059756026584234e-10, -2.680255489338299e-15, 4.406400634897761e-16, 5.320139677805957e-06, -7.515612352106478e-07, -6.848180962658767e-09, 1.086457849290057e-09]
[6.079917721918121e-06, -1.45799022e-12, -3.322670845372699e-13, 6.313664824938277e-11, -1.75214813e-10, -2.571913746982937e-15, 5.941262653019641e-16, 3.938992142218101e-05, -3.472315778506543e-06, -2.3795186625161983e-08, 1.298709451404212e-09]
[-2.7126816385845535e-06, -2.1764972692130023e-12, -2.838865125654727e-13, 7.874928487988904e-11, -1.6676774853691068e-10, -3.0960800192524987e-15, 1.4497521399968417e-15, 1.653206831518252e-05, -1.8108958487803167e-06, -7.598543746300628e-09, 1.7586376600718414e-09]
[-6.7065562584198495e-06, -1.0171175298830487e-12, -3.5802677543309337e-13, 7.326394589910586e-11, -1.6697270248483818e-10, -7.98382599920161e-16, 1.3383323003782716e-15, 2.746653724725935e-05, -5.20469897584364e-07, -4.130616165141736e-09, 1.6068800608766268e-09]
[-4.725131575298687e-06, -1.2276582276148757e-12, -3.029187875185047e-13, 1.6098819019359837e-11, -2.775257843545895e-10, -3.0622559319595637e-15, 5.579918227558492e-16, 8.156597970097172e-06, -3.3923547056494047e-06, -2.1347642359826222e-08, 1.207765378651791e-09]
[6.883941674825695e-06, -2.4888756516363116e-12, -1.2724303627852205e-13, 3.590999221902289e-11, -6.583731539118615e-11, -2.0684389889251738e-15, 8.5294406e-16, 1.4286408208505923e-05, -3.478355550152842e-06, -5.396114444011571e-09, 1.5927417086297288e-09]
[0.0, -2.1653172409755354e-12, -6.606207897880434e-14, 8.17697976968349e-11, -1.498475411299669e-10, -1.1687328983115782e-15, 1.0056516350093214e-15, 1.7329237516923443e-05, -3.424719697395282e-06, -1.518160556494976e-08, 9.98214034e-10]
